year;month;day;hour;subject;subjects_number;predicate;object
2019;6;16;6;Acari;1;present;
2019;6;16;6;Enchytraeidae;1;co-occurs;root mature region
2019;6;16;12;Acari;1;present;
2019;6;16;18;Rhabdura;2;present;
2019;6;16;18;Symphyla;1;co-occurs;root growth region
2019;6;16;18;Symphyla;1;present;
2019;6;16;18;Solenopsis;1;co-occurs;
2019;6;17;0;Rhabdura;3;present;
2019;6;17;0;Rhabdura;1;co-occurs;root growth region
2019;6;17;6;Rhabdura;5;present;
2019;6;17;6;Rhabdura;3;co-occurs;root mature region
2019;6;17;6;Symphyla;1;co-occurs;root growth region
2019;6;17;6;Rhabdura;1;co-occurs;root growth region
2019;6;17;12;Rhabdura;1;co-occurs;root growth region
2019;6;17;12;Rhabdura;3;present;
2019;6;17;12;Symphyla;2;present;
2019;6;17;12;Symphyla;1;co-occurs;root growth region
2019;6;17;18;Rhabdura;1;present;
2019;6;17;18;Rhabdura;1;co-occurs;root mature region
2019;6;17;18;Rhabdura;1;co-occurs;root growth region
2019;6;18;0;Rhabdura;2;co-occurs;root growth region
2019;6;18;0;Rhabdura;4;present;
2019;6;18;0;Larva;1;co-occurs;root growth region
2019;6;18;6;Rhabdura;3;present;
2019;6;18;6;Symphyla;1;present;
2019;6;18;6;Collembola;1;co-occurs;root growth region
2019;6;18;6;Rhabdura;2;co-occurs;root growth region
2019;6;18;6;Collembola;1;present;
2019;6;18;12;Symphyla;2;present;
2019;6;18;12;Rhabdura;1;co-occurs;root growth region
2019;6;18;12;Collembola;1;co-occurs;root growth region
2019;6;18;12;Rhabdura;3;present;
2019;6;18;12;Rhabdura;1;co-occurs;root mature region
2019;6;18;18;Rhabdura;5;present;
2019;6;18;18;Rhabdura;2;co-occurs;root mature region
2019;6;18;18;Lithobiomorpha;1;present;
2019;6;18;18;Collembola;1;co-occurs;root growth region
2019;6;19;0;Symphyla;1;co-occurs;root mature region
2019;6;19;0;Rhabdura;2;co-occurs;root growth region
2019;6;19;0;Rhabdura;1;co-occurs;root mature region
2019;6;19;0;Collembola;1;co-occurs;root growth region
2019;6;19;0;Rhabdura;1;present;
2019;6;19;6;Rhabdura;3;present;
2019;6;19;6;Collembola;1;co-occurs;root growth region
2019;6;19;6;Rhabdura;1;co-occurs;root growth region
2019;6;19;12;Rhabdura;1;co-occurs;root mature region
2019;6;19;12;Rhabdura;2;present;
2019;6;19;12;Acari;1;present;
2019;6;19;12;Polydesmida;2;present;
2019;6;20;0;Rhabdura;1;present;
2019;6;20;0;Solenopsis;4;co-occurs;
2019;6;20;0;Collembola;1;present;
2019;6;20;6;Collembola;1;present;
2019;6;20;6;Rhabdura;1;present;
2019;6;20;12;Rhabdura;3;present;
2019;6;20;18;Collembola;1;co-occurs;root mature region
2019;6;20;18;Collembola;1;present;
2019;6;21;0;Rhabdura;1;present;
2019;6;21;0;Symphyla;1;present;
2019;6;21;0;Collembola;1;present;
2019;6;21;6;Acari;1;co-occurs;root growth region
2019;6;21;6;Collembola;1;present;
2019;6;21;6;Rhabdura;1;present;
2019;6;21;6;Symphyla;1;present;
2019;6;21;12;Symphyla;2;present;
2019;6;21;12;Polydesmida;1;co-occurs;root mature region
2019;6;21;12;Rhabdura;1;present;
2019;6;21;12;Acari;1;co-occurs;root growth region
2019;6;21;12;Collembola;1;co-occurs;root mature region
2019;6;21;18;Rhabdura;3;present;
2019;6;21;18;Acari;1;present;
2019;6;21;18;Geophilomorpha;1;present;
2019;6;21;18;Rhabdura;2;co-occurs;root mature region
2019;6;22;0;Collembola;2;present;
2019;6;22;0;Rhabdura;1;co-occurs;root growth region
2019;6;22;0;Rhabdura;4;present;
2019;6;22;0;Acari;1;present;
2019;6;22;0;Solenopsis;5;present;
2019;6;22;6;Collembola;1;co-occurs;root mature region
2019;6;22;6;Rhabdura;1;present;
2019;6;22;6;Acari;1;present;
2019;6;22;6;Rhabdura;1;co-occurs;mycorrhizae root
2019;6;22;12;Solenopsis;1;co-occurs;root growth region
2019;6;22;12;Rhabdura;2;present;
2019;6;22;12;Solenopsis;2;present;
2019;6;22;18;Solenopsis;1;present;
2019;6;23;0;Rhabdura;4;co-occurs;root mature region
2019;6;23;0;Rhabdura;1;present;
2019;6;23;6;Rhabdura;2;present;
2019;6;23;6;Rhabdura;2;co-occurs;root mature region
2019;6;23;6;Collembola;1;co-occurs;root mature region
2019;6;23;12;Rhabdura;3;present;
2019;6;23;12;Rhabdura;1;co-occurs;root growth region
2019;6;23;12;Acari;1;co-occurs;root mature region
2019;6;23;12;Rhabdura;1;co-occurs;root mature region
2019;6;23;18;Rhabdura;1;co-occurs;hypha
2019;6;23;18;Rhabdura;2;present;
2019;6;24;0;Rhabdura;1;present;
2019;6;24;0;Acari;1;present;
2019;6;24;0;Rhabdura;1;present;
2019;6;24;6;Rhabdura;3;present;
2019;6;24;12;Rhabdura;1;present;
2019;6;24;12;Polydesmida;1;present;
2019;6;24;12;Rhabdura;1;co-occurs;root mature region
2019;6;24;12;Acari;1;present;
2019;6;24;18;Enchytraeidae;1;present;
2019;6;25;0;Acari;1;present;
2019;6;25;0;Rhabdura;1;co-occurs;root mature region
2019;6;25;6;Symphyla;1;co-occurs;root growth region
2019;6;25;6;Rhabdura;3;present;
2019;6;25;6;Rhabdura;1;co-occurs;root growth region
2019;6;25;6;Acari;1;present;
2019;6;25;6;Enchytraeidae;1;co-occurs;mycorrhizae root
2019;6;25;12;Rhabdura;3;present;
2019;6;25;12;Solenopsis;1;co-occurs;root mature region
2019;6;25;12;Acari;2;present;
2019;6;25;18;Acari;1;present;
2019;6;25;18;Julida;1;co-occurs;root mature region
2019;6;25;18;Symphyla;2;present;
2019;6;25;18;Enchytraeidae;1;co-occurs;mycorrhizae root
2019;6;25;18;Julida;1;present;
2019;6;25;18;Enchytraeidae;1;co-occurs;root mature region
2019;6;25;18;Collembola;1;co-occurs;root mature region
2019;6;26;0;Collembola;1;co-occurs;root mature region
2019;6;26;0;Enchytraeidae;1;co-occurs;root mature region
2019;6;26;0;Rhabdura;1;present;
2019;6;26;0;Acari;2;present;
2019;6;26;0;Julida;1;co-occurs;root mature region
2019;6;26;0;Symphyla;1;present;
2019;6;26;6;Collembola;1;present;
2019;6;26;6;Collembola;1;present;
2019;6;26;6;Julida;1;co-occurs;root mature region
2019;6;26;6;Rhabdura;1;co-occurs;root mature region
2019;6;26;6;Rhabdura;1;present;
2019;6;26;12;Polydesmida;1;co-occurs;root mature region
2019;6;26;12;Rhabdura;1;present;
2019;6;26;12;Collembola;1;present;
2019;6;26;12;Enchytraeidae;1;present;
2019;6;26;12;Julida;1;present;
2019;6;26;12;Rhabdura;2;present;
2019;6;26;18;Rhabdura;3;present;
2019;6;26;18;Rhabdura;2;present;
2019;6;26;18;Collembola;1;co-occurs;root mature region
2019;6;27;0;Acari;1;present;
2019;6;27;0;Rhabdura;1;co-occurs;root mature region
2019;6;27;0;Rhabdura;1;present;
2019;6;27;6;Rhabdura;1;co-occurs;root mature region
2019;6;27;6;Polydesmida;1;co-occurs;root mature region
2019;6;27;12;Julida;1;present;
2019;6;27;12;Rhabdura;1;present;
2019;6;27;12;Julida;1;co-occurs;root mature region
2019;6;27;12;Collembola;1;co-occurs;root mature region
2019;6;27;18;Acari;1;co-occurs;root mature region
2019;6;27;18;Rhabdura;1;co-occurs;root mature region
2019;6;27;18;Rhabdura;2;present;
2019;6;27;18;Julida;1;co-occurs;root mature region
2019;6;27;18;Julida;1;present;
2019;6;27;18;Lumbricidae;1;present;
2019;6;27;18;unknown;1;co-occurs;root mature region
2019;6;28;0;unknown;1;co-occurs;root mature region
2019;6;28;0;Lumbricidae;1;present;
2019;6;28;0;Rhabdura;3;co-occurs;root mature region
2019;6;28;0;Julida;1;present;
2019;6;28;0;Rhabdura;1;present;
2019;6;28;6;Rhabdura;3;present;
2019;6;28;6;Julida;1;present;
2019;6;28;6;unknown;1;present;
2019;6;28;6;Acari;2;co-occurs;root mature region
2019;6;28;6;Enchytraeidae;1;present;
2019;6;28;6;Rhabdura;1;co-occurs;root mature region
2019;6;28;12;Rhabdura;1;co-occurs;root growth region
2019;6;28;12;Rhabdura;7;present;
2019;6;28;12;Collembola;1;present;
2019;6;28;12;Acari;1;co-occurs;root mature region
2019;6;28;12;Julida;1;present;
2019;6;28;18;Rhabdura;2;co-occurs;root growth region
2019;6;28;18;Rhabdura;4;present;
2019;6;28;18;Dicellurata;1;present;
2019;6;28;18;Collembola;1;co-occurs;root mature region
2019;6;28;18;Symphyla;1;present;
2019;6;29;0;Rhabdura;1;co-occurs;root growth region
2019;6;29;0;Acari;1;present;
2019;6;29;0;Rhabdura;1;present;
2019;6;29;0;Acari;1;co-occurs;root growth region
2019;6;29;0;Rhabdura;1;co-occurs;root mature region
2019;6;29;6;Rhabdura;1;co-occurs;root growth region
2019;6;29;6;Acari;2;co-occurs;root mature region
2019;6;29;6;Rhabdura;1;co-occurs;root mature region
2019;6;29;6;Rhabdura;1;present;
2019;6;29;12;Rhabdura;1;present;
2019;6;29;12;Rhabdura;1;co-occurs;root growth region
2019;6;29;12;Symphyla;1;present;
2019;6;29;18;Symphyla;1;present;
2019;6;29;18;Enchytraeidae;1;present;
2019;6;29;18;Rhabdura;5;present;
2019;6;29;18;Rhabdura;1;co-occurs;root growth region
2019;6;30;0;Rhabdura;3;present;
2019;6;30;6;Rhabdura;2;co-occurs;root mature region
2019;6;30;6;Rhabdura;2;present;
2019;6;30;6;Rhabdura;1;co-occurs;root growth region
2019;6;30;12;Rhabdura;3;present;
2019;6;30;12;Acari;1;present;
2019;6;30;12;Julida;1;present;
2019;6;30;12;Symphyla;1;present;
2019;6;30;18;Rhabdura;5;present;
2019;6;30;18;Acari;1;present;
2019;7;1;0;Collembola;1;co-occurs;root growth region
2019;7;1;0;Rhabdura;1;co-occurs;root growth region
2019;7;1;0;Rhabdura;3;co-occurs;root mature region
2019;7;1;0;Acari;1;present;
2019;7;1;0;Rhabdura;1;present;
2019;7;1;6;Rhabdura;4;present;
2019;7;1;6;Rhabdura;1;co-occurs;root mature region
2019;7;1;12;Rhabdura;4;present;
2019;7;1;12;Rhabdura;1;co-occurs;root mature region
2019;7;1;12;Polydesmida;1;co-occurs;root mature region
2019;7;1;18;Polydesmida;1;co-occurs;root mature region
2019;7;1;18;Acari;1;co-occurs;root mature region
2019;7;1;18;Rhabdura;1;co-occurs;root mature region
2019;7;1;18;Rhabdura;4;present;
2019;7;2;0;Rhabdura;2;present;
2019;7;2;0;Collembola;1;co-occurs;root mature region
2019;7;2;0;Collembola;1;co-occurs;root mature region
2019;7;2;6;Rhabdura;5;present;
2019;7;2;12;Collembola;1;co-occurs;root mature region
2019;7;2;12;Rhabdura;3;present;
2019;7;2;12;Symphyla;1;present;
2019;7;2;18;Rhabdura;6;present;
2019;7;2;18;Rhabdura;1;co-occurs;root mature region
2019;7;3;0;Polydesmida;1;co-occurs;root mature region
2019;7;3;0;Rhabdura;7;present;
2019;7;3;6;Acari;2;present;
2019;7;3;6;Rhabdura;4;present;
2019;7;3;6;Symphyla;1;present;
2019;7;3;6;Acari;1;co-occurs;root mature region
2019;7;3;6;Polydesmida;1;co-occurs;root mature region
2019;7;3;12;Rhabdura;1;present;
2019;7;3;18;Enchytraeidae;2;present;
2019;7;3;18;Rhabdura;1;co-occurs;root growth region
2019;7;3;18;Julida;1;co-occurs;root growth region
2019;7;4;0;Rhabdura;4;present;
2019;7;4;6;Rhabdura;4;present;
2019;7;4;6;Solenopsis;1;co-occurs;root mature region
2019;7;4;6;Collembola;2;co-occurs;root mature region
2019;7;4;6;Julida;1;present;
2019;7;4;12;Rhabdura;2;present;
2019;7;4;12;Collembola;2;co-occurs;root mature region
2019;7;4;12;Collembola;1;present;
2019;7;4;18;Julida;1;co-occurs;root mature region
2019;7;4;18;Rhabdura;1;present;
2019;7;4;18;Symphyla;1;co-occurs;root growth region
2019;7;4;18;Collembola;1;co-occurs;root mature region
2019;7;5;0;Rhabdura;4;present;
2019;7;5;6;Rhabdura;1;present;
2019;7;5;6;Rhabdura;2;co-occurs;root mature region
2019;7;5;6;Polydesmida;1;present;
2019;7;5;12;Rhabdura;1;present;
2019;7;5;12;Rhabdura;5;present;
2019;7;5;12;Polydesmida;1;co-occurs;root mature region
2019;7;5;18;Rhabdura;1;present;
2019;7;5;18;Acari;1;present;
2019;7;5;18;Rhabdura;2;present;
2019;7;5;18;Collembola;1;co-occurs;root mature region
2019;7;6;0;Rhabdura;1;co-occurs;root mature region
2019;7;6;0;Rhabdura;1;co-occurs;root growth region
2019;7;6;0;Symphyla;1;present;
2019;7;6;6;Rhabdura;2;co-occurs;root mature region
2019;7;6;6;Julida;2;present;
2019;7;6;6;Rhabdura;1;present;
2019;7;6;6;Collembola;1;co-occurs;root mature region
2019;7;6;12;Rhabdura;4;present;
2019;7;6;12;Collembola;1;co-occurs;root mature region
2019;7;6;12;Rhabdura;2;co-occurs;root mature region
2019;7;6;12;Acari;1;co-occurs;root mature region
2019;7;6;12;Rhabdura;1;co-occurs;root growth region
2019;7;6;18;Rhabdura;4;present;
2019;7;7;0;Rhabdura;3;present;
2019;7;7;0;Rhabdura;1;co-occurs;root mature region
2019;7;7;6;Rhabdura;3;co-occurs;root mature region
2019;7;7;6;Rhabdura;4;present;
2019;7;7;12;Rhabdura;9;present;
2019;7;7;12;Rhabdura;2;co-occurs;root mature region
2019;7;7;18;Rhabdura;4;present;
2019;7;7;18;Rhabdura;1;co-occurs;root mature region
2019;7;8;0;Rhabdura;5;present;
2019;7;8;0;Rhabdura;3;co-occurs;root mature region
2019;7;8;0;Symphyla;1;co-occurs;root growth region
2019;7;8;6;Rhabdura;1;present;
2019;7;8;6;Rhabdura;2;present;
2019;7;8;6;Collembola;1;co-occurs;root mature region
2019;7;8;6;Solenopsis;1;co-occurs;root mature region
2019;7;8;6;Rhabdura;1;co-occurs;root mature region
2019;7;8;12;Solenopsis;1;present;
2019;7;8;12;Rhabdura;6;present;
2019;7;8;12;Julida;1;present;
2019;7;8;18;Rhabdura;1;co-occurs;root mature region
2019;7;8;18;Rhabdura;2;present;
2019;7;8;18;Symphyla;1;co-occurs;root mature region
2019;7;9;0;Rhabdura;3;present;
2019;7;9;0;Rhabdura;5;co-occurs;root mature region
2019;7;9;0;Collembola;1;co-occurs;root mature region
2019;7;9;6;Rhabdura;5;present;
2019;7;9;12;Symphyla;1;co-occurs;root mature region
2019;7;9;18;Rhabdura;5;present;
2019;7;9;18;Rhabdura;1;co-occurs;root mature region
2019;7;10;0;Rhabdura;2;present;
2019;7;10;0;Rhabdura;1;co-occurs;root mature region
2019;7;10;0;Collembola;1;co-occurs;root mature region
2019;7;10;0;Julida;1;co-occurs;root mature region
2019;7;10;0;Rhabdura;1;co-occurs;root mature region
2019;7;10;6;Rhabdura;1;co-occurs;root mature region
2019;7;10;6;Rhabdura;1;present;
2019;7;10;12;Rhabdura;3;present;
2019;7;10;12;Collembola;1;present;
2019;7;10;12;Enchytraeidae;1;co-occurs;root mature region
2019;7;10;12;Enchytraeidae;1;present;
2019;7;10;12;Julida;1;present;
2019;7;10;18;Rhabdura;4;present;
2019;7;10;18;Rhabdura;1;co-occurs;root mature region
2019;7;10;18;Symphyla;1;co-occurs;root mature region
2019;7;11;0;Rhabdura;3;present;
2019;7;11;0;Symphyla;1;co-occurs;root mature region
2019;7;11;0;Collembola;1;co-occurs;root mature region
2019;7;11;0;Solenopsis;1;present;
2019;7;11;0;Symphyla;2;present;
2019;7;11;0;Enchytraeidae;1;present;
2019;7;11;6;Symphyla;1;co-occurs;mycorrhizae root
2019;7;11;6;Symphyla;3;present;
2019;7;11;6;Enchytraeidae;1;present;
2019;7;11;6;Symphyla;2;present;
2019;7;11;6;Solenopsis;1;co-occurs;root mature region
2019;7;11;6;Rhabdura;2;present;
2019;7;11;6;Rhabdura;1;co-occurs;root mature region
2019;7;11;6;Collembola;1;present;
2019;7;11;12;Rhabdura;5;present;
2019;7;11;12;Acari;1;co-occurs;root mature region
2019;7;11;12;Rhabdura;1;co-occurs;root mature region
2019;7;11;18;Rhabdura;3;co-occurs;root mature region
2019;7;11;18;Rhabdura;5;present;
2019;7;11;18;Symphyla;1;present;
2019;7;11;18;Collembola;1;present;
2019;7;12;0;Collembola;1;present;
2019;7;12;0;Solenopsis;2;co-occurs;
2019;7;12;0;Rhabdura;2;co-occurs;root mature region
2019;7;12;0;Rhabdura;3;present;
2019;7;12;0;Polydesmida;1;present;
2019;7;12;6;Rhabdura;7;present;
2019;7;12;6;Acari;1;present;
2019;7;12;6;Symphyla;1;present;
2019;7;12;6;Collembola;1;present;
2019;7;12;6;Julida;1;co-occurs;root mature region
2019;7;12;6;Julida;1;present;
2019;7;12;12;Rhabdura;3;present;
2019;7;12;18;Solenopsis;1;co-occurs;root mature region
2019;7;12;18;Symphyla;1;co-occurs;root mature region
2019;7;12;18;Rhabdura;5;present;
2019;7;12;18;Collembola;1;co-occurs;root mature region
2019;7;12;18;Rhabdura;1;co-occurs;root mature region
2019;7;13;0;Rhabdura;2;present;
2019;7;13;0;Rhabdura;2;co-occurs;root mature region
2019;7;13;0;Polydesmida;1;present;
2019;7;13;0;Rhabdura;2;present;
2019;7;13;0;Symphyla;1;present;
2019;7;13;6;Symphyla;1;present;
2019;7;13;6;Rhabdura;7;present;
2019;7;13;6;Rhabdura;3;co-occurs;root mature region
2019;7;13;12;Rhabdura;10;present;
2019;7;13;12;Symphyla;1;co-occurs;root mature region
2019;7;13;12;Rhabdura;3;co-occurs;root mature region
2019;7;13;12;Polydesmida;1;co-occurs;root mature region
2019;7;13;18;Collembola;1;co-occurs;root mature region
2019;7;13;18;Rhabdura;10;present;
2019;7;14;0;Rhabdura;7;present;
2019;7;14;0;Rhabdura;4;co-occurs;root mature region
2019;7;14;6;Rhabdura;6;present;
2019;7;14;6;Solenopsis;1;present;
2019;7;14;6;Acari;1;present;
2019;7;14;12;Collembola;2;co-occurs;root mature region
2019;7;14;12;Rhabdura;1;co-occurs;root mature region
2019;7;14;12;Rhabdura;3;present;
2019;7;14;12;Symphyla;1;present;
2019;7;14;12;Julida;1;co-occurs;root mature region
2019;7;14;18;Rhabdura;4;present;
2019;7;14;18;Collembola;2;co-occurs;root mature region
2019;7;15;0;Symphyla;1;co-occurs;root mature region
2019;7;15;0;Rhabdura;2;present;
2019;7;15;0;Rhabdura;2;co-occurs;root mature region
2019;7;15;6;Rhabdura;5;present;
2019;7;15;6;Collembola;1;co-occurs;root mature region
2019;7;15;12;Rhabdura;2;co-occurs;root mature region
2019;7;15;12;Rhabdura;6;present;
2019;7;15;12;Collembola;1;present;
2019;7;15;12;Acari;1;present;
2019;7;15;18;Rhabdura;8;present;
2019;7;15;18;Rhabdura;2;co-occurs;root mature region
2019;7;16;0;Solenopsis;1;present;
2019;7;16;0;Rhabdura;1;present;
2019;7;16;0;Symphyla;1;present;
2019;7;16;0;Symphyla;1;co-occurs;root mature region
2019;7;16;0;Rhabdura;1;present;
2019;7;16;6;Rhabdura;7;present;
2019;7;16;6;Symphyla;1;co-occurs;root mature region
2019;7;16;6;Rhabdura;2;co-occurs;root mature region
2019;7;16;12;Rhabdura;1;present;
2019;7;16;12;Rhabdura;1;co-occurs;root mature region
2019;7;16;18;Rhabdura;3;present;
2019;7;16;18;Rhabdura;1;co-occurs;root mature region
2019;7;17;0;Rhabdura;5;present;
2019;7;17;0;Rhabdura;3;co-occurs;root mature region
2019;7;17;6;Rhabdura;8;present;
2019;7;17;12;Rhabdura;3;present;
2019;7;17;18;Solenopsis;2;co-occurs;root mature region
2019;7;17;18;Rhabdura;2;present;
2019;7;18;0;Rhabdura;1;co-occurs;root mature region
2019;7;18;0;Rhabdura;4;present;
2019;7;18;6;Rhabdura;11;present;
2019;7;18;6;Solenopsis;1;co-occurs;root mature region
2019;7;18;12;Rhabdura;2;present;
2019;7;18;12;Rhabdura;1;co-occurs;root growth region
2019;7;18;12;Rhabdura;1;co-occurs;root mature region
2019;7;18;18;Rhabdura;8;present;
2019;7;18;18;Symphyla;1;present;
2019;7;18;18;Symphyla;1;co-occurs;root mature region
2019;7;19;0;Solenopsis;1;present;
2019;7;19;0;Rhabdura;10;present;
2019;7;19;6;Symphyla;1;present;
2019;7;19;6;Rhabdura;8;present;
2019;7;19;6;Collembola;1;co-occurs;root mature region
2019;7;19;12;Rhabdura;5;present;
2019;7;19;12;Collembola;1;co-occurs;root mature region
2019;7;19;12;Symphyla;1;present;
2019;7;19;18;Rhabdura;3;present;
2019;7;19;18;Rhabdura;1;co-occurs;root mature region
2019;7;20;0;Rhabdura;2;present;
2019;7;20;0;Rhabdura;2;co-occurs;root mature region
2019;7;20;0;Collembola;1;co-occurs;root mature region
2019;7;20;6;Rhabdura;7;present;
2019;7;20;12;Rhabdura;6;present;
2019;7;20;12;Collembola;1;co-occurs;root mature region
2019;7;20;12;Rhabdura;1;co-occurs;root mature region
2019;7;20;12;Geophilomorpha;1;present;
2019;7;20;18;Rhabdura;2;present;
2019;7;20;18;Geophilomorpha;1;present;
2019;7;20;18;Rhabdura;1;co-occurs;root growth region
2019;7;21;0;Rhabdura;5;present;
2019;7;21;0;Collembola;1;co-occurs;root mature region
2019;7;21;0;Rhabdura;1;co-occurs;root mature region
2019;7;21;6;Rhabdura;4;present;
2019;7;21;12;Rhabdura;5;present;
2019;7;21;12;Isopoda;1;present;
2019;7;21;12;Rhabdura;1;co-occurs;root mature region
2019;7;21;18;Rhabdura;4;present;
2019;7;21;18;Symphyla;1;present;
2019;7;21;18;Solenopsis;1;present;
2019;7;21;18;Rhabdura;1;co-occurs;root mature region
2019;7;22;0;Rhabdura;5;present;
2019;7;22;0;Symphyla;1;present;
2019;7;22;6;Rhabdura;7;present;
2019;7;22;6;Acari;1;present;
2019;7;22;6;Rhabdura;1;co-occurs;root mature region
2019;7;22;12;Solenopsis;1;present;
2019;7;22;12;Isopoda;2;present;
2019;7;22;12;Rhabdura;4;present;
2019;7;22;12;Solenopsis;1;co-occurs;root mature region
2019;7;22;12;Rhabdura;1;co-occurs;root mature region
2019;7;22;12;Polydesmida;1;co-occurs;root mature region
2019;7;22;18;Solenopsis;2;present;
2019;7;22;18;Rhabdura;4;present;
2019;7;22;18;Rhabdura;1;co-occurs;root mature region
2019;7;23;0;Rhabdura;5;present;
2019;7;23;0;Rhabdura;1;co-occurs;root mature region
2019;7;23;6;Rhabdura;4;present;
2019;7;23;6;Polydesmida;1;present;
2019;7;23;12;Rhabdura;4;present;
2019;7;23;12;Collembola;1;present;
2019;7;23;18;Enchytraeidae;1;present;
2019;7;23;18;Rhabdura;7;present;
2019;7;23;18;Acari;1;co-occurs;root mature region
2019;7;24;0;Rhabdura;5;present;
2019;7;24;0;Enchytraeidae;1;present;
2019;7;24;0;Polydesmida;1;co-occurs;root mature region
2019;7;24;6;Symphyla;1;co-occurs;root mature region
2019;7;24;6;Enchytraeidae;1;present;
2019;7;24;6;unknown;1;present;
2019;7;24;6;Rhabdura;8;present;
2019;7;24;12;Rhabdura;1;co-occurs;root mature region
2019;7;24;12;Rhabdura;4;present;
2019;7;24;12;Collembola;1;present;
2019;7;24;12;Symphyla;1;present;
2019;7;24;12;Acari;1;present;
2019;5;1;0;Enchytraeidae;6;present;
2019;5;1;0;Symphyla;1;present;
2019;5;1;6;Symphyla;1;present;
2019;5;1;6;Enchytraeidae;4;present;
2019;5;1;12;Enchytraeidae;6;present;
2019;5;1;18;Enchytraeidae;4;present;
2019;5;2;0;Enchytraeidae;1;co-occurs;grass root
2019;5;2;0;Enchytraeidae;4;present;
2019;5;2;6;Enchytraeidae;3;present;
2019;5;2;6;Enchytraeidae;2;co-occurs;Enchytraeidae
2019;5;2;6;Enchytraeidae;1;co-occurs;grass root
2019;5;2;12;Enchytraeidae;2;present;
2019;5;2;12;Enchytraeidae;2;co-occurs;Enchytraeidae
2019;5;2;18;Enchytraeidae;3;present;
2019;5;2;18;Collembola;1;co-occurs;grass root
2019;5;2;18;Enchytraeidae;2;co-occurs;Enchytraeidae
2019;5;2;18;Enchytraeidae;1;co-occurs;grass root
2019;5;3;0;Enchytraeidae;1;co-occurs;grass root
2019;5;3;0;Enchytraeidae;4;present;
2019;5;3;0;Collembola;1;co-occurs;grass root
2019;5;3;6;Enchytraeidae;3;present;
2019;5;3;6;Enchytraeidae;2;co-occurs;Enchytraeidae
2019;5;3;6;Collembola;1;present;
2019;5;3;12;Collembola;1;present;
2019;5;3;12;Enchytraeidae;3;present;
2019;5;3;18;Enchytraeidae;2;present;
2019;5;3;18;Enchytraeidae;1;co-occurs;grass root
2019;5;4;0;Enchytraeidae;3;present;
2019;5;4;6;Enchytraeidae;1;present;
2019;5;4;12;Enchytraeidae;2;present;
2019;5;4;18;Enchytraeidae;2;present;
2019;5;5;0;Symphyla;1;present;
2019;5;5;0;Enchytraeidae;2;present;
2019;5;5;0;Enchytraeidae;1;co-occurs;root mature region
2019;5;5;12;Enchytraeidae;3;present;
2019;5;5;18;Enchytraeidae;2;present;
2019;5;6;0;Enchytraeidae;1;present;
2019;5;6;6;Enchytraeidae;2;present;
2019;5;6;18;Enchytraeidae;1;present;
2019;5;7;0;Enchytraeidae;1;present;
2019;5;7;6;Enchytraeidae;2;present;
2019;5;7;6;Lumbricidae;1;present;
2019;5;7;12;Lumbricidae;1;present;
2019;5;7;12;Enchytraeidae;2;present;
2019;5;7;18;Lumbricidae;1;present;
2019;5;7;18;Enchytraeidae;1;present;
2019;5;7;18;Collembola;1;co-occurs;grass root
2019;5;8;0;Enchytraeidae;1;present;
2019;5;8;0;Acari;1;present;
2019;5;8;12;Symphyla;1;present;
2019;5;8;12;Lumbricidae;1;present;
2019;5;8;18;Enchytraeidae;2;present;
2019;5;8;18;Lumbricidae;1;present;
2019;5;9;0;Rhabdura;1;present;
2019;5;9;0;Collembola;1;present;
2019;5;9;6;Enchytraeidae;1;present;
2019;5;9;12;Enchytraeidae;2;present;
2019;5;9;18;Enchytraeidae;5;present;
2019;5;10;0;Enchytraeidae;2;present;
2019;5;10;0;Symphyla;1;present;
2019;5;10;6;Symphyla;2;present;
2019;5;10;12;Enchytraeidae;3;present;
2019;5;10;12;Symphyla;1;present;
2019;5;10;18;Enchytraeidae;2;present;
2019;5;10;18;Enchytraeidae;1;co-occurs;grass root
2019;5;11;0;Symphyla;1;present;
2019;5;11;0;Enchytraeidae;2;present;
2019;5;11;0;Symphyla;1;present;
2019;5;11;6;Enchytraeidae;2;present;
2019;5;11;6;Acari;1;present;
2019;5;11;6;Symphyla;1;present;
2019;5;11;12;Enchytraeidae;1;present;
2019;5;11;18;Acari;1;present;
2019;5;12;0;Enchytraeidae;1;present;
2019;5;12;6;Enchytraeidae;1;present;
2019;5;12;12;Enchytraeidae;1;present;
2019;5;12;18;Enchytraeidae;4;present;
2019;5;13;0;Enchytraeidae;2;present;
2019;5;13;6;Enchytraeidae;1;present;
2019;5;13;12;Enchytraeidae;5;present;
2019;5;13;18;Enchytraeidae;4;present;
2019;5;14;0;Enchytraeidae;1;present;
2019;5;14;6;Enchytraeidae;1;present;
2019;5;14;12;Enchytraeidae;2;present;
2019;5;14;18;Enchytraeidae;1;present;
2019;5;15;0;Enchytraeidae;1;present;
2019;5;15;6;Enchytraeidae;1;co-occurs;root growth region
2019;5;15;6;Acari;1;present;
2019;5;15;6;Enchytraeidae;1;present;
2019;5;15;18;Enchytraeidae;3;present;
2019;5;15;18;Enchytraeidae;1;co-occurs;grass root
2019;5;16;0;Enchytraeidae;1;present;
2019;5;16;12;Collembola;1;present;
2019;5;16;18;Enchytraeidae;1;present;
2019;5;17;0;Symphyla;1;present;
2019;5;17;0;Enchytraeidae;1;present;
2019;5;17;6;Enchytraeidae;1;present;
2019;5;17;6;Symphyla;1;present;
